78.26,42.20
78.26,42.20
78.26,42.20
78.26,42.00
78.26,42.00
78.26,42.00
78.26,42.00
78.26,42.00
78.26,42.00
78.26,42.10
78.26,42.10
78.26,42.10
78.26,42.10
78.26,42.20
78.26,42.20
78.26,42.20
78.26,42.20
78.44,42.00
78.44,42.00
78.44,41.80
78.44,41.80
78.44,41.80
78.44,41.80
78.44,42.40
78.44,42.40
78.44,42.90
78.44,42.90
78.44,42.70
78.44,42.70
78.44,42.30
78.44,42.30
78.44,41.90
78.44,41.90
78.44,41.80
78.44,41.80
78.44,41.80
78.44,41.80
78.44,41.80
78.44,41.80
78.44,41.80
78.44,41.80
78.44,41.70
78.44,41.70
78.44,41.70
78.44,41.70
78.44,41.60
78.44,41.60
78.62,41.70
78.62,41.70
78.44,41.70
78.44,41.70
78.44,41.60
78.44,41.60
78.44,41.60
78.44,41.60
78.44,41.50
78.44,41.50
78.62,41.60
78.62,41.60
78.62,41.60
